item_id,name,price,category,description,merchant_id,date_listed
RL0FW,Transportation 92393082,1467.27,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",6GSGP,2/23/2022
7LXHU,Transportation 7304005,694.18,Transportation,,Y4RHZ,10/3/2022
Q82Q9,Transportation 781120236,786.67,Transportation,,ET59G,7/28/2022
XHJ6F,Transportation 870149573,790.66,Transportation,,7VWUB,9/2/2022
K0HN0,Transportation 519178416,1636.83,Transportation,,SGSRE,10/12/2022
HJG6W,Transportation 647153930,994.13,Transportation,,UBB1Y,9/22/2022
2817K,Transportation 965152851,1242.21,Transportation,cotton feels great for comfort that lasts.,142WW,8/28/2022
SB6AV,Transportation 778174970,1247.6,Transportation,,0BMS5,2/22/2022
HXR3O,Transportation 67890431,1370.1,Transportation,Set of 12,QR035,9/17/2022
DUR6T,Transportation 91075749,275.9,Transportation,【11th Gen Intel Core i5-1135G7】,TIQ1A,6/11/2022
SRNE7,Transportation 564140542,1935.21,Transportation,,NL2WY,1/4/2022
FZ5LR,Transportation 67447243,1149.36,Transportation,,O9NN6,4/27/2022
QN5IN,Transportation 746151006,190.64,Transportation,,8Q3XK,2/21/2022
6TKZ2,Transportation 8006837,1735.45,Transportation,,426K8,5/28/2022
7K3MU,Transportation 82812198,1358.3,Transportation,for everyday use,A0B31,7/20/2022
3W6TR,Transportation 600121437,468.1,Transportation,,N3780,2/1/2022
MFOJA,Transportation 82210105,677.76,Transportation,,IJ61L,6/17/2022
I6R7R,Transportation 518174734,1392.29,Transportation,【11th Gen Intel Core i5-1135G7】,GLVQG,4/3/2022
90DJ2,Transportation 772190334,1189.96,Transportation,for everyday use,KVJNB,8/8/2022
AAZBC,Transportation 63820251,443.44,Transportation,Professional quality at its best – the best materials to update your cooking!,8EBHM,9/21/2022
SRWPO,Transportation 602126507,422.33,Transportation,,WJRLZ,8/27/2022
XKQET,Transportation 76960780,1424.54,Transportation,for everyday use,KV5S9,3/15/2022
JT7JX,Transportation 87522969,1464.85,Transportation,,P8DKB,2/16/2022
9YJM8,Transportation 995197737,833.6,Transportation,,ZVZGY,3/17/2022
BZYES,Transportation 51317316,925.11,Transportation,For everyday office use,9R01Y,10/1/2022
AN8GB,Transportation 89299101,1540.49,Transportation,,549RZ,8/27/2022
ESZLY,Transportation 60417202,1976.25,Transportation,One of a kind stainless steel,V2EVU,3/14/2022
1FO1Y,Transportation 755165913,1565.75,Transportation,,S3AB0,8/5/2022
9EGOQ,Transportation 770101354,468.91,Transportation,,05M7F,2/12/2022
I46NH,Transportation 724100984,1484.91,Transportation,,QWK5C,9/4/2022
Y4TZZ,Transportation 678155668,895.88,Transportation,,QX1AY,4/4/2022
TPJX2,Transportation 52324697,931.42,Transportation,One of a kind stainless steel,FUR3X,6/30/2022
1S0VN,Transportation 98394380,596.48,Transportation,,BBHBZ,6/17/2022
1PFCD,Transportation 528164852,1856.65,Transportation,For your lovely pet,TGD2Z,8/20/2022
DFL7M,Transportation 9697032,287.57,Transportation,For everyday office use,G558B,10/12/2022
756GQ,Transportation 89671448,1939.42,Transportation,cotton feels great for comfort that lasts.,U5R93,10/27/2022
S26SM,Transportation 620103342,1299.4,Transportation,,5PQAC,7/1/2022
36289,Transportation 744174652,9.42,Transportation,Imported,BX2PI,3/14/2022
N5GI0,Transportation 626170044,1798.6,Transportation,,VPIG7,1/12/2022
RQQTP,Transportation 915103553,1387.57,Transportation,,DRBJ8,2/6/2022
5NSQM,Transportation 961189976,270.92,Transportation,Set of 12,PBHFC,5/26/2022
CRGE1,Transportation 64065872,1501.55,Transportation,,GQIZU,10/14/2022
CCVB0,Transportation 51925404,1701.52,Transportation,Imported,Z0LJU,9/19/2022
RK1JZ,Transportation 533198180,1893.95,Transportation,for everyday use,IP7TK,6/24/2022
SDZSG,Transportation 8236375,434.17,Transportation,,DAWJW,2/26/2022
ZYI8V,Transportation 91984926,58.69,Transportation,,SEOMV,6/12/2022
UJ7IQ,Transportation 7299758,1327.35,Transportation,,E189I,9/29/2022
09SLU,Transportation 71138279,1112.42,Transportation,For your lovely pet,WH1ZH,9/8/2022
PG2QO,Transportation 969182828,1975.79,Transportation,,7VWUB,3/5/2022
GMTTO,Transportation 552105056,1540.63,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",GPYLB,1/23/2022
Y10C8,Transportation 75571648,693.98,Transportation,,FYQCT,8/1/2022
C0SJF,Transportation 983165823,1941.26,Transportation,for everyday use,1149O,9/14/2022
PONU9,Transportation 87951137,971.3,Transportation,,0C7T4,2/6/2022
7KR7J,Transportation 97330941,1761.21,Transportation,For everyday office use,HC0DY,8/1/2022
RVHSH,Transportation 972166964,241.54,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",Y2ZFL,6/2/2022
4PSLL,Transportation 8647061,856.3,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",GVYOF,10/11/2022
PGXKC,Transportation 7835775,1498.99,Transportation,,0ZJZT,2/18/2022
5IXRK,Transportation 64983637,1335.23,Transportation,,O8YYV,2/19/2022
0ZEHU,Transportation 88430089,1363.47,Transportation,,ARQJD,8/25/2022
Z5D2A,Transportation 586137598,897.64,Transportation,,L20JI,3/10/2022
BW4VJ,Transportation 51079079,1145.47,Transportation,Machine Wash,XMWLA,10/26/2022
TV4SE,Transportation 917123667,432.81,Transportation,for everyday use,NW0RD,3/3/2022
AYP1L,Transportation 80431334,1766.2,Transportation,For everyday office use,7B5PR,9/2/2022
8XYYT,Transportation 887192337,455.4,Transportation,,CZOIF,4/30/2022
M0TCG,Transportation 58428470,1385.9,Transportation,For your lovely pet,HQSNA,4/13/2022
1IAYF,Transportation 888194244,285.54,Transportation,,X7OBY,8/6/2022
88VSC,Transportation 634101186,1919.92,Transportation,,6WQ8P,9/17/2022
WW0KY,Transportation 596131756,194.45,Transportation,One of a kind stainless steel,1QXIF,2/1/2022
ZQCSI,Transportation 609130061,852.46,Transportation,for everyday use,5PQAC,5/31/2022
TVYL9,Transportation 532121896,152.96,Transportation,Cushioning provides excellent shock absorption,426K8,7/1/2022
AZX93,Transportation 742124712,1262.84,Transportation,,6EBHW,1/31/2022
5OO3P,Transportation 62210852,614.6,Transportation,,670AO,3/28/2022
7TOYV,Transportation 99419473,1001.57,Transportation,,SNR6X,3/19/2022
EIMJ1,Transportation 763159620,256.5,Transportation,,L18JT,10/16/2022
CU1WJ,Transportation 90582620,853.85,Transportation,For your lovely pet,E9K7C,10/1/2022
LK4O5,Transportation 83138473,1199.45,Transportation,,HYR8F,3/8/2022
124W4,Transportation 835109154,655.28,Transportation,,UOQ2K,3/3/2022
TVL8L,Transportation 657172374,904.71,Transportation,For everyday office use,S3AB0,2/14/2022
RIQN6,Transportation 859124825,1597.3,Transportation,Suitable for all skin types,Q1X68,4/30/2022
RBFWK,Transportation 99093746,1136.62,Transportation,,F1G3J,4/29/2022
WKCGJ,Transportation 59324672,923.85,Transportation,Suitable for all skin types,FXVJ8,5/24/2022
LZW2V,Transportation 88893950,83.18,Transportation,,6NS86,9/20/2022
XBDQ1,Transportation 65533854,472.9,Transportation,Cushioning provides excellent shock absorption,W7QGR,1/30/2022
DHRDF,Transportation 789129978,1176.28,Transportation,,DNCLE,9/4/2022
RCJ9V,Transportation 81147352,1096.72,Transportation,,C9PS9,10/11/2022
U61SN,Transportation 519100169,1058.48,Transportation,for everyday use,5H4D3,8/12/2022
6XETX,Transportation 805126883,1034.2,Transportation,,L8LC6,1/22/2022
MWHPD,Transportation 91689973,187.29,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",GPJ8L,1/31/2022
YPSOW,Transportation 63638887,702.58,Transportation,【11th Gen Intel Core i5-1135G7】,HSQAJ,10/17/2022
BTKYS,Transportation 86912465,838.16,Transportation,for everyday use,P8UOK,3/10/2022
91NE9,Transportation 7243570,1192.72,Transportation,,EGA3T,5/18/2022
VOU0Q,Transportation 87086338,273.8,Transportation,For your lovely pet,N3780,7/25/2022
UVB6W,Transportation 933122098,112.16,Transportation,Set of 10,92I2Y,9/19/2022
PGUTP,Transportation 705130440,587.3,Transportation,One of a kind stainless steel,CCMQG,4/7/2022
XNZMA,Transportation 630172227,1751.34,Transportation,,X342E,1/23/2022
LU1YB,Transportation 58725329,887.88,Transportation,Set of 12,OPGY0,9/28/2022
2PVTH,Transportation 76151989,951.15,Transportation,,Z5WLW,10/7/2022
YQ8UX,Transportation 50420275,1344.3,Transportation,for everyday use,W2FN3,3/15/2022
QOLGG,Transportation 659167631,1692.84,Transportation,,69SJG,3/12/2022
FYHRP,Transportation 573188420,244.12,Transportation,for everyday use,DGX8H,2/7/2022
LB5ID,Transportation 731113753,1775.4,Transportation,cotton feels great for comfort that lasts.,7ERSM,9/27/2022
WL6QR,Transportation 985118438,281.3,Transportation,,0HGJC,6/30/2022
NH1O8,Transportation 74563548,1381.8,Transportation,Imported,Q0UI3,7/3/2022
9LBL7,Transportation 851165118,714.3,Transportation,make a great gift for kids 3 to 7 years olds,G6UPG,10/13/2022
5I0AY,Transportation 568191264,1726.12,Transportation,,RPWW0,1/28/2022
64U58,Transportation 511117348,1908.77,Transportation,,0HGJC,7/21/2022
JMKN1,Transportation 58334914,1934.28,Transportation,make a great gift for kids 3 to 7 years olds,CVK2U,10/17/2022
98XKP,Transportation 840165693,1795.82,Transportation,,P8UOK,1/17/2022
YZ4FM,Transportation 677111461,1141.91,Transportation,,UFNZK,6/2/2022
CV3LG,Transportation 967194933,812.74,Transportation,Cushioning provides excellent shock absorption,TJ6FX,3/5/2022
OAANE,Transportation 87842110,1346.84,Transportation,,W7QGR,1/1/2022
84DDB,Transportation 841111351,1864.86,Transportation,,4MSI6,10/18/2022
RCWM7,Transportation 701170153,1500.86,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",AU687,3/18/2022
YYZRK,Transportation 847197248,573.59,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",R5OOD,1/1/2022
N6EE8,Transportation 7543925,445.31,Transportation,cotton feels great for comfort that lasts.,Y26NY,9/24/2022
9UC9A,Transportation 570173142,513.5,Transportation,One of a kind stainless steel,AZB2M,10/25/2022
IGVH5,Transportation 76755004,1951.89,Transportation,,NJN0G,7/22/2022
7L3W6,Transportation 70978692,859.37,Transportation,,LHRYU,6/6/2022
Q4KOZ,Transportation 86891551,864.25,Transportation,,61A69,9/12/2022
RX7BU,Transportation 805120437,362.26,Transportation,,8RY42,6/7/2022
YATDP,Transportation 52625391,1914.3,Transportation,,NUPCW,5/13/2022
HX24T,Transportation 696174121,622.83,Transportation,for everyday use,6F0TV,7/15/2022
5BN4U,Transportation 96365432,293.11,Transportation,100% Synthetic,SZXQH,10/19/2022
TSC1W,Transportation 56820202,16.44,Transportation,For your lovely pet,WHC3M,6/2/2022
6VNJH,Transportation 695139265,986.31,Transportation,,E189I,9/16/2022
TJC07,Transportation 95386508,1604.94,Transportation,for everyday use,AADER,3/31/2022
AXD1X,Transportation 67445073,1070.71,Transportation,,QCIEZ,5/5/2022
E1ZUS,Transportation 98697240,1967.18,Transportation,100% Synthetic,G60H0,4/14/2022
M6T9S,Transportation 808181492,545.44,Transportation,,P4FIZ,3/5/2022
34NJL,Transportation 749169220,618.12,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",84ZNK,4/5/2022
TK6WO,Transportation 80995099,640.29,Transportation,for everyday use,ARQJD,4/13/2022
FQ6M4,Transportation 881123405,1281.25,Transportation,One of a kind stainless steel,PVB4C,10/28/2022
HR92N,Transportation 951155452,1484,Transportation,,1WI5Q,1/21/2022
JVCOP,Transportation 632104566,1170.13,Transportation,,1XG6O,9/2/2022
Z8L7I,Transportation 9812446,1964.4,Transportation,One of a kind stainless steel,8AOIB,1/7/2022
0KND6,Transportation 96531927,1270.24,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",K99E6,10/16/2022
GSHVM,Transportation 50621785,1391.72,Transportation,【11th Gen Intel Core i5-1135G7】,C9XKL,9/12/2022
ERZ51,Transportation 914178623,1586.61,Transportation,,FWB4W,6/22/2022
2C3NB,Transportation 69211542,599.37,Transportation,For everyday office use,M2HT6,8/12/2022
6YKGA,Transportation 878191117,1330.66,Transportation,,1JA6J,10/22/2022
U9N54,Transportation 678164932,528.41,Transportation,For everyday office use,8HSSP,7/28/2022
ZGQU2,Transportation 678195919,1286.47,Transportation,,4VDK3,1/30/2022
08QJP,Transportation 774139753,1060.54,Transportation,Professional quality at its best – the best materials to update your cooking!,4DGUK,5/7/2022
NI255,Transportation 6481456,865.63,Transportation,,7WHJR,6/12/2022
BLKGF,Transportation 598111936,133.78,Transportation,Set of 10,LJNGC,5/4/2022
XSY7J,Transportation 55644771,1131.39,Transportation,For everyday office use,OPGY0,1/30/2022
KLS0S,Transportation 669189311,249.96,Transportation,One of a kind stainless steel,0Z2LJ,3/9/2022
JJP9N,Transportation 670110656,1399.77,Transportation,,P1ZUA,3/1/2022
TH0IG,Transportation 746149820,1558.86,Transportation,,ZB7CT,3/5/2022
SGKXT,Transportation 54965772,702.67,Transportation,,PRBZA,4/25/2022
76IIX,Transportation 74691526,671.46,Transportation,,GJK7R,5/28/2022
A6EVB,Transportation 77579393,1984.55,Transportation,【11th Gen Intel Core i5-1135G7】,H7FKP,7/6/2022
EFBHU,Transportation 89160771,1316.39,Transportation,,8EBHM,9/28/2022
RUVID,Transportation 512148834,1661.15,Transportation,Reams of high-bandwidth DDR4 RAM,VX9SU,5/22/2022
CCQP6,Transportation 712118199,989.95,Transportation,,8F6ZS,10/29/2022
9F8SV,Transportation 942119304,755.66,Transportation,,4OUJ8,1/15/2022
G5H3L,Transportation 951165739,1819.99,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",T02WF,4/11/2022
OUYYO,Transportation 767127741,32.93,Transportation,,G9Q2G,1/12/2022
NTDCM,Transportation 58245572,692.88,Transportation,,3KCY4,7/1/2022
TEN54,Transportation 96472986,1767.9,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",9CWE6,2/24/2022
RM3K4,Transportation 884190969,769.31,Transportation,For your lovely pet,PVB4C,3/10/2022
4I9GI,Transportation 856108723,723.89,Transportation,Imported,KSZOZ,1/2/2022
W49RC,Transportation 691124533,1021.63,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",X342E,9/25/2022
P5HV0,Transportation 940176762,1515.74,Transportation,,FQUO1,4/17/2022
D9SEE,Transportation 68635094,175.39,Transportation,,ZB7CT,6/15/2022
ZEDUV,Transportation 99859138,926.45,Transportation,,CXDQI,7/6/2022
JBI9O,Transportation 9075345,1458.81,Transportation,,P0JA5,7/22/2022
OIU9E,Transportation 54191649,1501.33,Transportation,Cushioning provides excellent shock absorption,DZC76,9/29/2022
330VZ,Transportation 86137602,219.38,Transportation,,AZQD3,10/29/2022
HLH8X,Transportation 72610020,1024.6,Transportation,One of a kind stainless steel,UDZHR,6/4/2022
9XEE0,Transportation 59642652,471.1,Transportation,For your lovely pet,87U6Q,10/29/2022
BI1ZN,Transportation 83577103,1605.44,Transportation,Professional quality at its best – the best materials to update your cooking!,HH8AJ,9/14/2022
AOJR3,Transportation 804789,185.87,Transportation,For your lovely pet,CXDQI,7/14/2022
RU6OR,Transportation 924137990,1960.9,Transportation,,UVBIT,9/22/2022
94O8N,Transportation 805173185,1154.78,Transportation,,DDZV9,2/24/2022
MGVZ9,Transportation 736189561,739.5,Transportation,,O0KP9,2/14/2022
YCQSP,Transportation 835161918,710.48,Transportation,One of a kind stainless steel,OPGY0,1/10/2022
CBU7D,Transportation 898124855,561.29,Transportation,,LBHMK,7/14/2022
F7549,Transportation 88751434,686.56,Transportation,,P4FIZ,7/26/2022
MGBJ0,Transportation 99450247,578.21,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",8F6ZS,5/17/2022
2IS3B,Transportation 988130076,1870.94,Transportation,,XU609,6/12/2022
BRA2R,Transportation 520153264,1057.69,Transportation,,V5MBV,6/17/2022
8YIKF,Transportation 96338830,940.6,Transportation,One of a kind stainless steel,N7TIV,6/10/2022
RI3OV,Transportation 604123507,534.88,Transportation,for everyday use,6F0TV,2/17/2022
MLE0C,Transportation 86940907,1509.5,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",L9Y33,5/16/2022
F7HHB,Transportation 899293,306.81,Transportation,,3M1YI,2/24/2022
CNUS5,Transportation 91136948,303.56,Transportation,,C1NTG,7/11/2022
3QH48,Transportation 918108054,1616.41,Transportation,【11th Gen Intel Core i5-1135G7】,0ZJZT,8/10/2022
QRBP9,Transportation 57863507,1945.9,Transportation,Professional quality at its best – the best materials to update your cooking!,BQ74R,6/18/2022
VPK7O,Transportation 977130178,918.25,Transportation,,PV7VX,2/5/2022
U6TZ7,Transportation 741141302,1187.55,Transportation,Professional quality at its best – the best materials to update your cooking!,N5X40,6/5/2022
03KQS,Transportation 90348037,1292.31,Transportation,,4GR4S,1/24/2022
UNCZI,Transportation 63276333,155.54,Transportation,Set of 10,WW2NM,6/22/2022
Z1L9Q,Transportation 665121195,1415.15,Transportation,,9EN65,4/9/2022
2W7MA,Transportation 736138537,573.74,Transportation,make a great gift for kids 3 to 7 years olds,UFNZK,8/29/2022
W3R5Y,Transportation 587146991,1128.25,Transportation,Set of 12,3FLK5,6/12/2022
3436,Transportation 57696810,1357.8,Transportation,Set of 12,NBQEK,1/7/2022
1B1PX,Transportation 57959629,538.4,Transportation,For your lovely pet,Q9QW3,3/26/2022
T6PM6,Transportation 68032055,1455.59,Transportation,Reams of high-bandwidth DDR4 RAM,FFBXJ,3/11/2022
9QIWM,Transportation 91874297,781.99,Transportation,,86J10,7/8/2022
A55V3,Transportation 721142822,1699.3,Transportation,,HGTUB,5/13/2022
SWS5B,Transportation 884193666,355.44,Transportation,Suitable for all skin types,ZTLSE,8/24/2022
WM645,Transportation 74560194,553.59,Transportation,For your lovely pet,449OC,5/24/2022
PG93O,Transportation 69523332,441.48,Transportation,,142WW,7/23/2022
10VC6,Transportation 704112850,240.25,Transportation,,69SJG,4/22/2022
IWKF2,Transportation 69214252,455.23,Transportation,Professional quality at its best – the best materials to update your cooking!,J4F6P,3/4/2022
